# Mass Radius
9.004109034939344891e-01 1.327141822786034808e+01
9.099795533010521797e-01 1.326143598220106412e+01
9.196113000495607093e-01 1.325174387073097648e+01
9.293066290269966778e-01 1.324232080840953429e+01
9.390407465094440242e-01 1.323314814653424598e+01
9.488040845535525847e-01 1.322418972665788317e+01
9.585919495495889286e-01 1.321561230583607482e+01
9.684002728930106718e-01 1.320747026511491740e+01
9.782508782515282331e-01 1.319954102287867848e+01
9.881454480203420987e-01 1.319180787163128343e+01
9.981236763890147801e-01 1.318411669054107627e+01
1.008176837305544193e+00 1.317650476368714152e+01
1.018225398878026766e+00 1.316933254696649591e+01
1.028281369569698178e+00 1.316251156165767533e+01
1.038360215532074360e+00 1.315583860465351052e+01
1.048464526583893441e+00 1.314930092973531117e+01
1.058601861871462990e+00 1.314276095634282626e+01
1.068781000572749607e+00 1.313632729888879247e+01
1.079025827280912564e+00 1.313011871016515464e+01
1.089302724389499044e+00 1.312406919831628649e+01
1.099587018358651136e+00 1.311816284534533317e+01
1.109892300233352946e+00 1.311235874306016314e+01
1.120223938352147286e+00 1.310662644500156304e+01
1.130565521545474850e+00 1.310101340147121896e+01
1.140909012447463455e+00 1.309553690005728299e+01
1.151293856737193755e+00 1.309012788355123824e+01
1.161725493915706453e+00 1.308477859408980848e+01
1.172166943616478774e+00 1.307949951641812802e+01
1.182617649966928752e+00 1.307428978458348645e+01
1.193073766331790964e+00 1.306914170633731054e+01
1.203536871113508822e+00 1.306404759398640714e+01
1.214012289479932782e+00 1.305895672787950446e+01
1.224499941256839142e+00 1.305389411413403344e+01
1.235002023415720185e+00 1.304892830003496229e+01
1.245517409632497907e+00 1.304399071838196633e+01
1.256048776097207220e+00 1.303897272612650404e+01
1.266584153015027914e+00 1.303396015119996498e+01
1.277110627288288836e+00 1.302902458011073250e+01
1.287637808510759152e+00 1.302409087845976998e+01
1.298169957743500857e+00 1.301912247096451658e+01
1.308701203983463790e+00 1.301415578364698433e+01
1.319229660746109811e+00 1.300920302730247613e+01
1.329759517154960324e+00 1.300422919722274706e+01
1.340291883923371064e+00 1.299923024880321876e+01
1.350816466114366232e+00 1.299419159346467367e+01
1.361332721601270279e+00 1.298911268281945297e+01
1.371836488805635579e+00 1.298399855096259614e+01
1.382328426653762765e+00 1.297884769176954478e+01
1.392812865859902383e+00 1.297365310627417578e+01
1.403285689471016173e+00 1.296841268266426539e+01
1.413733416642033003e+00 1.296311997085789081e+01
1.424162943904562217e+00 1.295776760949035378e+01
1.434583894362686074e+00 1.295234004320215426e+01
1.444989554430026857e+00 1.294683736500224924e+01
1.455375507407408620e+00 1.294125586130291161e+01
1.465741283986461196e+00 1.293559291500188557e+01
1.476088547543752405e+00 1.292983377478107521e+01
1.486404100543485596e+00 1.292403640490529604e+01
1.496681148530949468e+00 1.291823361073801912e+01
1.506932258195816221e+00 1.291234506452867770e+01
1.517159659559619733e+00 1.290635733262529428e+01
1.527361255655758754e+00 1.290026746267968605e+01
1.537536854202129266e+00 1.289407457043818894e+01
1.547672965163220171e+00 1.288777020361847647e+01
1.557770275727739628e+00 1.288135626740047179e+01
1.567826309603522095e+00 1.287485813596804540e+01
1.577850734944554301e+00 1.286825200535532154e+01
1.587896465975209281e+00 1.286141841222103288e+01
1.597915479164836672e+00 1.285446530903331386e+01
1.607807086136024965e+00 1.284762718605044363e+01
1.617634943824514560e+00 1.284073639407074907e+01
1.627459024372497565e+00 1.283363752335474395e+01
1.637241204350593282e+00 1.282638951296693897e+01
1.646961659711525972e+00 1.281899486592442550e+01
1.656637690716326938e+00 1.281148799675671768e+01
1.666272486828388466e+00 1.280389133197128970e+01
1.675877494610127583e+00 1.279616718976247824e+01
1.685461458406853685e+00 1.278830644407745254e+01
1.694967516045299494e+00 1.278032885288809162e+01
1.704389223634832362e+00 1.277223645542433594e+01
1.713770348609349403e+00 1.276399991306839077e+01
1.723109319837222930e+00 1.275562451265523123e+01
1.732387901710233491e+00 1.274718366585810791e+01
1.741607410435588532e+00 1.273865369373083745e+01
1.750770206254805172e+00 1.272994881976068626e+01
1.759870110461610793e+00 1.272108940116613240e+01
1.768886730556872511e+00 1.271209253800942918e+01
1.777837633039166532e+00 1.270295743408624212e+01
1.786744997022979176e+00 1.269369112727788718e+01
1.795597389286607282e+00 1.268428269544776121e+01
1.804392767611151971e+00 1.267470611200941377e+01
1.813120986513902633e+00 1.266503460733240338e+01
1.821775791896955932e+00 1.265532185513168528e+01
1.830360001815339199e+00 1.264546682971335478e+01
1.838873613973484256e+00 1.263544184954175265e+01
1.847316736449845731e+00 1.262527434389854619e+01
1.855688610308633857e+00 1.261496862505576644e+01
1.864011871295532474e+00 1.260446193528433589e+01
1.872284102082417911e+00 1.259375969631136272e+01
1.880438313617917467e+00 1.258302038646367293e+01
1.888490524412439919e+00 1.257220360012159333e+01
1.896523366895130014e+00 1.256109262465153087e+01
1.904499256690292741e+00 1.254979215671427717e+01
1.912319691796002363e+00 1.253857187776160309e+01
1.920048646284225669e+00 1.252727982605829915e+01
1.927783796745386136e+00 1.251571256099194152e+01
1.935447935356310101e+00 1.250400118669775118e+01
1.942975028380033997e+00 1.249225316562444199e+01
1.950416322843387062e+00 1.248036156338814351e+01
1.957792385794636214e+00 1.246826459983091340e+01
1.965095969337643966e+00 1.245604095940817047e+01
1.972328529733416325e+00 1.244371781057159509e+01
1.979481431476435960e+00 1.243124569087162179e+01
1.986554490413513951e+00 1.241861285432510797e+01
1.993525624968079946e+00 1.240589255268051794e+01
2.000394278681562277e+00 1.239308727133442467e+01
2.007197481960211416e+00 1.238012447912624125e+01
2.013932624078839773e+00 1.236701187588362671e+01
2.020592105440802921e+00 1.235380170444938130e+01
2.027173022553992343e+00 1.234046245857859248e+01
2.033665713353208560e+00 1.232687070252129580e+01
2.040063818130832818e+00 1.231312049066419156e+01
2.046343020223508447e+00 1.229938094532559134e+01
2.052528751431894616e+00 1.228555743564131220e+01
2.058645896312323309e+00 1.227158925898511121e+01
2.064686824882604466e+00 1.225747126370372797e+01
2.070655488948380807e+00 1.224316691448966665e+01
2.076533780443212240e+00 1.222876488845160736e+01
2.082313851771142588e+00 1.221430511770724614e+01
2.087999553895416138e+00 1.219974393490646136e+01
2.093590055141286932e+00 1.218507824567078046e+01
2.099095858815262616e+00 1.217027343602459943e+01
2.104517917515030589e+00 1.215532613133585649e+01
2.109858018812370339e+00 1.214021375731904762e+01
2.115114363003483877e+00 1.212494792800903021e+01
2.120262634716004069e+00 1.210965448835595915e+01
2.125315720653839779e+00 1.209430554543874159e+01
2.130331762222401171e+00 1.207882307578077707e+01
2.135274215835730960e+00 1.206323911741740673e+01
2.140064977964031723e+00 1.204762767699490666e+01
2.144754378990706645e+00 1.203190219928167792e+01
2.149400782596368131e+00 1.201591600107837898e+01
2.153955596453167587e+00 1.199984545305571615e+01
2.158381468098196532e+00 1.198383680704603726e+01
2.162722616767179140e+00 1.196774939192888176e+01
2.166998812616762304e+00 1.195154861508299149e+01
2.171189020346767418e+00 1.193516750683768102e+01
2.175288618907870397e+00 1.191856676404644411e+01
2.179306036933855939e+00 1.190188640624793770e+01
2.183242768465004868e+00 1.188514090204750850e+01
2.187076331596321310e+00 1.186838332341920221e+01
2.190807713509165477e+00 1.185160728046818157e+01
2.194456984000277444e+00 1.183468546145532230e+01
2.198023896004808186e+00 1.181764437978790916e+01
2.201516645507902492e+00 1.180059142734851285e+01
2.204929309438543150e+00 1.178348340216612478e+01
2.208249327371451631e+00 1.176621931240566177e+01
2.211477744397688294e+00 1.174887287674778946e+01
2.214604893484049430e+00 1.173155485574432433e+01
2.217654106326023555e+00 1.171417467049528227e+01
2.220658312609883112e+00 1.169667954925323805e+01
2.223567146612282386e+00 1.167904707395902264e+01
2.226350625899441216e+00 1.166121850450537423e+01
2.229042285052165173e+00 1.164337368587240640e+01
2.231650474305202358e+00 1.162558098977023313e+01
2.234168647284650255e+00 1.160773475455252779e+01
2.236594900186588131e+00 1.158982423766642178e+01
2.238955465758081242e+00 1.157181111360963399e+01
2.241250790851499808e+00 1.155369467553116358e+01
2.243462901264853926e+00 1.153550372736463459e+01
2.245587289522984697e+00 1.151725641427179347e+01
2.247580711517854102e+00 1.149911131815214738e+01
2.249462910850954955e+00 1.148099602665732455e+01
2.251286224095201405e+00 1.146272483894911964e+01
2.253029811635306690e+00 1.144435569044773793e+01
2.254658741656613063e+00 1.142592636751667001e+01
2.256220611075715698e+00 1.140744643483588305e+01
2.257797775469859491e+00 1.138892137057588450e+01
2.259247084569164787e+00 1.137040753178390595e+01
2.260452255473194505e+00 1.135198825260004796e+01
2.261580238278152244e+00 1.133345945553629441e+01
2.262692314463216725e+00 1.131471653888672613e+01
2.263719024087442744e+00 1.129598082962219507e+01
2.264649011688753877e+00 1.127729410639693519e+01
2.265509654079688850e+00 1.125862101519493486e+01
2.266302406238348777e+00 1.123996014408647781e+01
2.266977959486293326e+00 1.122119527216423407e+01
2.267539207775247423e+00 1.120233242613761249e+01
2.267993868997617568e+00 1.118337384814814861e+01
2.268356975023255728e+00 1.116437042253313727e+01
2.268701853705013871e+00 1.114556221012832538e+01
2.268992313157951912e+00 1.112682576041156679e+01
2.269177497221311679e+00 1.110798775604481925e+01
2.269261817697780348e+00 1.108905036216559203e+01
