# Mass Radius
1.457624041832384698e+00 1.236131258080707873e+01
1.468765477856304402e+00 1.235870445136112572e+01
1.479889529743643628e+00 1.235609572665661027e+01
1.490987961705195319e+00 1.235330562200835658e+01
1.502064142068466612e+00 1.235038655294006205e+01
1.513133430751379294e+00 1.234751132406300478e+01
1.524189150716236174e+00 1.234464017073625897e+01
1.535209260493125560e+00 1.234170542145518468e+01
1.546197490032640509e+00 1.233869996537952396e+01
1.557155666464689281e+00 1.233554202276216039e+01
1.568083304357908103e+00 1.233226413988879067e+01
1.578978307221279076e+00 1.232894487875469558e+01
1.589842798300185933e+00 1.232555483124369466e+01
1.600684637330134885e+00 1.232202957820786438e+01
1.611498750849466699e+00 1.231840258372136532e+01
1.622275905451705968e+00 1.231475118128865454e+01
1.633014596325516488e+00 1.231103670037333586e+01
1.643704663115977294e+00 1.230719484067797431e+01
1.654349760746709475e+00 1.230323989076456748e+01
1.664955747486475790e+00 1.229917193902559980e+01
1.675516316946405571e+00 1.229499340823814357e+01
1.686016849764355063e+00 1.229070525680095649e+01
1.696467592599055108e+00 1.228631642211454533e+01
1.706886766733119343e+00 1.228186156968054377e+01
1.717260603439777045e+00 1.227729723120864591e+01
1.727571841219827098e+00 1.227254123817645848e+01
1.737823911040748737e+00 1.226765075847882613e+01
1.748015255329484097e+00 1.226269709242654748e+01
1.758145171708538790e+00 1.225763962395536844e+01
1.768205936445105486e+00 1.225244483560570252e+01
1.778214308084385520e+00 1.224712113560143045e+01
1.788199411152107565e+00 1.224166716987336301e+01
1.798133311555898617e+00 1.223608225310721309e+01
1.807992739707151353e+00 1.223035828374784906e+01
1.817777218814970119e+00 1.222451510407604580e+01
1.827471997811639604e+00 1.221858455425893375e+01
1.837095879293949796e+00 1.221252869175082800e+01
1.846665223950404000e+00 1.220630986996446232e+01
1.856173668132505394e+00 1.219995737971102479e+01
1.865619779736429784e+00 1.219349389287855701e+01
1.875005216813456999e+00 1.218689710118567682e+01
1.884344993301556359e+00 1.218014717805533742e+01
1.893592699025204551e+00 1.217326869089720809e+01
1.902698630769621868e+00 1.216628538315128516e+01
1.911723936546480651e+00 1.215916281847737146e+01
1.920707246852785932e+00 1.215187846562891849e+01
1.929620376909376045e+00 1.214444720735927064e+01
1.938451244815209806e+00 1.213687712785567285e+01
1.947211222128046204e+00 1.212915375169614585e+01
1.955911798857213890e+00 1.212125586008623124e+01
1.964524027538114170e+00 1.211323947509416676e+01
1.973030473054130818e+00 1.210513718093211111e+01
1.981448145684252538e+00 1.209692177904593002e+01
1.989781540254591752e+00 1.208859059936428260e+01
1.998032116030671768e+00 1.208012588675163990e+01
2.006196813769428822e+00 1.207152272948740901e+01
2.014297313568590653e+00 1.206276469538706664e+01
2.022356948775071661e+00 1.205383870782074496e+01
2.030303279316926890e+00 1.204477085334638353e+01
2.038100633037658760e+00 1.203556969091374462e+01
2.045813861373387166e+00 1.202622874481104276e+01
2.053463555579129185e+00 1.201673989137286469e+01
2.061024710977822139e+00 1.200714524287367624e+01
2.068490080883939264e+00 1.199747311987363396e+01
2.075876951020923400e+00 1.198762213882055150e+01
2.083193997399456876e+00 1.197755061530221532e+01
2.090409528903519387e+00 1.196737503323069696e+01
2.097517314917490605e+00 1.195712077395779005e+01
2.104513985074794924e+00 1.194676788284753144e+01
2.111390855239264841e+00 1.193632028612498885e+01
2.118205044937764736e+00 1.192574188667022561e+01
2.124972589417719160e+00 1.191503070101729023e+01
2.131636739486665988e+00 1.190414945584266881e+01
2.138189382066606026e+00 1.189308804661933294e+01
2.144640136437544253e+00 1.188188301680169978e+01
2.150989930908854486e+00 1.187053342262007760e+01
2.157231765359367337e+00 1.185909472121937291e+01
2.163362944234706653e+00 1.184757473494852320e+01
2.169411605747861405e+00 1.183594632112207279e+01
2.175380218731379767e+00 1.182420684134353728e+01
2.181263637339159622e+00 1.181237961882511378e+01
2.187061626427347250e+00 1.180046988602638969e+01
2.192779664240851467e+00 1.178836947711917560e+01
2.198419106789801347e+00 1.177606978694803352e+01
2.203931963629438329e+00 1.176375866518102775e+01
2.209317010861174158e+00 1.175144142339576092e+01
2.214595494773503148e+00 1.173893124583954339e+01
2.219767789177987005e+00 1.172622800304164592e+01
2.224866508093033879e+00 1.171338416715617292e+01
2.229890620874436902e+00 1.170040034592820355e+01
2.234822506438308487e+00 1.168731129291707305e+01
2.239661145270296139e+00 1.167411875688861045e+01
2.244369995118564720e+00 1.166088965776483732e+01
2.248954188324912451e+00 1.164761721739291112e+01
2.253464841638324057e+00 1.163425266857043283e+01
2.257898808457724726e+00 1.162079495028026876e+01
2.262258802282560488e+00 1.160719936900760452e+01
2.266540692538164592e+00 1.159346978859400856e+01
2.270712811596165892e+00 1.157959205444275774e+01
2.274774977694893785e+00 1.156558522123753718e+01
2.278698185896038009e+00 1.155159088790808575e+01
2.282491785780659921e+00 1.153758638240413070e+01
2.286195775436559607e+00 1.152354825738112076e+01
2.289805167994375612e+00 1.150944396462245045e+01
2.293319884171097556e+00 1.149504070328386085e+01
2.296737772825495849e+00 1.148042222715233507e+01
2.300052593178707028e+00 1.146585069628684650e+01
2.303259843145962993e+00 1.145128223757494013e+01
2.306330529524579287e+00 1.143671753201526187e+01
2.309277752338028122e+00 1.142211229715329601e+01
2.312136337612126002e+00 1.140728154992230436e+01
2.314896515017164091e+00 1.139228707393863793e+01
2.317547118286813479e+00 1.137721426523853374e+01
2.320086313984635051e+00 1.136207924000370362e+01
2.322500101639359826e+00 1.134700512919097193e+01
2.324795055596051707e+00 1.133192258857961576e+01
2.326982021413236623e+00 1.131670971104291823e+01
2.329058272533978347e+00 1.130138222133132331e+01
2.331024722559039475e+00 1.128589396287318358e+01
2.332876758384595295e+00 1.127029715688993683e+01
2.334605040831046807e+00 1.125468850639026996e+01
2.336209395893223739e+00 1.123904926399097270e+01
2.337673339304746634e+00 1.122341551971555340e+01
2.339026254515053527e+00 1.120771807571062872e+01
2.340332993634691494e+00 1.119179189321012835e+01
2.341542888667802469e+00 1.117578597967251852e+01
2.342586254011222557e+00 1.115994074263656799e+01
2.343501740687294443e+00 1.114407728992450863e+01
2.344324740828330977e+00 1.112800369966967295e+01
2.345039004359251056e+00 1.111178034975396933e+01
2.345632840573260491e+00 1.109536233255079019e+01
2.346115086736316524e+00 1.107890006581131459e+01
2.346492873346338381e+00 1.106263087728800443e+01
2.346765229308338530e+00 1.104636429095748795e+01
2.346929914782044602e+00 1.102995015831328551e+01
2.346997804634519902e+00 1.101343318400915550e+01
