# Mass Radius
1.018873907354591157e+00 1.316502916847957927e+01
1.027720679111952418e+00 1.315408824481614758e+01
1.036611868600231467e+00 1.314348790624545416e+01
1.045530946395954786e+00 1.313297472976158708e+01
1.054476217939889215e+00 1.312247775969406227e+01
1.063436030297479462e+00 1.311240352222254835e+01
1.072402113777882082e+00 1.310282944493773094e+01
1.081458873615489313e+00 1.309333812053123047e+01
1.090618897272392251e+00 1.308388576355397070e+01
1.099810896680791128e+00 1.307460165577659161e+01
1.109030557319221399e+00 1.306549215512831452e+01
1.118273620394139023e+00 1.305655896620782386e+01
1.127539756093538070e+00 1.304780160278608925e+01
1.136820732287149305e+00 1.303924963749399701e+01
1.146115714091480831e+00 1.303090419637585384e+01
1.155450210893019580e+00 1.302277807521304887e+01
1.164824572854136875e+00 1.301487193927227892e+01
1.174264832459625874e+00 1.300695603435991465e+01
1.183770198992426304e+00 1.299903222364384092e+01
1.193295737409755031e+00 1.299117792960181461e+01
1.202841659088442539e+00 1.298339701917791622e+01
1.212387418210303158e+00 1.297584719435704947e+01
1.221935474023019275e+00 1.296851625145357012e+01
1.231514443777114165e+00 1.296128487678655361e+01
1.241124188400293260e+00 1.295415798328664536e+01
1.250786743745892160e+00 1.294711987890758031e+01
1.260496419135469726e+00 1.294017696230447534e+01
1.270207852056937758e+00 1.293340055017153212e+01
1.279926343482306939e+00 1.292676526167016604e+01
1.289669690714266403e+00 1.292007826226418388e+01
1.299432269172358989e+00 1.291338367699823131e+01
1.309177444163215576e+00 1.290689727109252161e+01
1.318917706941902024e+00 1.290055870526619053e+01
1.328709777358045629e+00 1.289410529765210889e+01
1.338541246861922440e+00 1.288761252557840642e+01
1.348380740935135380e+00 1.288134175742390930e+01
1.358235520023861609e+00 1.287521784974477690e+01
1.368128601586029225e+00 1.286904023889321813e+01
1.378043711428789342e+00 1.286285636960149681e+01
1.387923578533246216e+00 1.285673249870769119e+01
1.397782184247864379e+00 1.285067366647368736e+01
1.407629953910219944e+00 1.284476836730113014e+01
1.417476745818552430e+00 1.283894497163205806e+01
1.427366469962282336e+00 1.283300144682610089e+01
1.437281573034389526e+00 1.282700204870780425e+01
1.447196151513413742e+00 1.282101898253831962e+01
1.457112048502059887e+00 1.281504964450546957e+01
1.467020409950925197e+00 1.280913195750090949e+01
1.476922292843607654e+00 1.280324546652816764e+01
1.486815867340618436e+00 1.279735594527992326e+01
1.496700076408345792e+00 1.279147997041505924e+01
1.506567806428563916e+00 1.278564994627342344e+01
1.516428694638575880e+00 1.277983157868477981e+01
1.526301996583665055e+00 1.277397003591202562e+01
1.536177102461609989e+00 1.276807613228272587e+01
1.546046360185703961e+00 1.276212856583882349e+01
1.555903767134484861e+00 1.275616884908501092e+01
1.565735964994401375e+00 1.275027853655880961e+01
1.575544573145422733e+00 1.274439107142711869e+01
1.585321852724468572e+00 1.273843482780381464e+01
1.595080763457692674e+00 1.273243100783980353e+01
1.604841162881750494e+00 1.272637088878349765e+01
1.614587070644360134e+00 1.272028171322592449e+01
1.624304988462237365e+00 1.271421087663916083e+01
1.633998623408572604e+00 1.270810701837680412e+01
1.643667856369340985e+00 1.270191600685405398e+01
1.653311489587827365e+00 1.269567799760751647e+01
1.662932932072618941e+00 1.268941359292114868e+01
1.672517673376599623e+00 1.268313108367057218e+01
1.682046066982647803e+00 1.267687123152897044e+01
1.691541309342730059e+00 1.267054812988556556e+01
1.701024063230321959e+00 1.266407859233230049e+01
1.710472383830659693e+00 1.265753584511893592e+01
1.719872928148804325e+00 1.265095876283143639e+01
1.729232284326193358e+00 1.264433186261685016e+01
1.738555493062106549e+00 1.263765543140733350e+01
1.747829368852099607e+00 1.263092444958455651e+01
1.757050265301981495e+00 1.262414167448239155e+01
1.766204296189485046e+00 1.261728511823523036e+01
1.775272271047191097e+00 1.261033931766289307e+01
1.784293786868911047e+00 1.260331610274604053e+01
1.793296647188764803e+00 1.259621740051898442e+01
1.802238382065011635e+00 1.258904881102832185e+01
1.811098674991998836e+00 1.258182770187277733e+01
1.819898963392641900e+00 1.257449194936008219e+01
1.828653895201225676e+00 1.256698987455980365e+01
1.837323001295976255e+00 1.255944692853225142e+01
1.845881255895482687e+00 1.255195912593196717e+01
1.854382352693646485e+00 1.254426323589700054e+01
1.862852998656785219e+00 1.253620392983162191e+01
1.871237261439826272e+00 1.252816243448023847e+01
1.879517467903941697e+00 1.252030883807873707e+01
1.887711491612481085e+00 1.251227534741816960e+01
1.895825995689366827e+00 1.250394016603185321e+01
1.903836582751381012e+00 1.249551793984525361e+01
1.911729544077594545e+00 1.248706054792951292e+01
1.919557841662436370e+00 1.247849710683831503e+01
1.927341198982029491e+00 1.246981972869755140e+01
1.935017392634678757e+00 1.246101122679189466e+01
1.942572290439865013e+00 1.245205851478875303e+01
1.950032858883361753e+00 1.244303154331558581e+01
1.957402888644700578e+00 1.243395641414969788e+01
1.964678354025501950e+00 1.242470366671886595e+01
1.971859795385077607e+00 1.241524934543563852e+01
1.978940943656403606e+00 1.240565400483282232e+01
1.985922926943753719e+00 1.239591871535431977e+01
1.992782579334134940e+00 1.238610005719946372e+01
1.999515486315317947e+00 1.237621127444855418e+01
2.006149025068180602e+00 1.236615406547187490e+01
2.012684927674981861e+00 1.235591937130672591e+01
2.019131405389793077e+00 1.234553507538472417e+01
2.025491643355721294e+00 1.233500045547624069e+01
2.031697160961424053e+00 1.232435840445180553e+01
2.037742799704527208e+00 1.231361019602799445e+01
2.043734480400570153e+00 1.230279253070454715e+01
2.049675189226560335e+00 1.229190785672369302e+01
2.055458217339709126e+00 1.228072886492430271e+01
2.061083558108526947e+00 1.226925773269590358e+01
2.066587333227779766e+00 1.225783339843491859e+01
2.071970045068025623e+00 1.224644206904658184e+01
2.077266401486313807e+00 1.223471979990000769e+01
2.082473658477573153e+00 1.222269019418924429e+01
2.087558449983004660e+00 1.221064377887335262e+01
2.092521226145070745e+00 1.219856354010880217e+01
2.097341056192938424e+00 1.218639255478279892e+01
2.102024364795574751e+00 1.217412379081186202e+01
2.106637698922429802e+00 1.216163231715166049e+01
2.111167353977541961e+00 1.214894226254195075e+01
2.115528498220817788e+00 1.213620667854274515e+01
2.119733899069522476e+00 1.212338850315251726e+01
2.123817459192338664e+00 1.211029940932692561e+01
2.127783595268608163e+00 1.209696758489006285e+01
2.131698374341087998e+00 1.208340318403662828e+01
2.135532299555971125e+00 1.206966897610971401e+01
2.139147216582503841e+00 1.205617878540920174e+01
2.142586867985933452e+00 1.204279583311593527e+01
2.145990756594065463e+00 1.202911512682141115e+01
2.149317205369743355e+00 1.201520327889197759e+01
2.152464687438190971e+00 1.200107551949622753e+01
2.155460758384286191e+00 1.198676405681428037e+01
2.158349047771087825e+00 1.197239940360298860e+01
2.161126043014078846e+00 1.195795442962296029e+01
2.163805528438075498e+00 1.194342768422876055e+01
2.166383535254564840e+00 1.192879582450931863e+01
2.168866225118035285e+00 1.191397388983670957e+01
2.171233363076916056e+00 1.189900179942113922e+01
2.173420898703260828e+00 1.188394233407469436e+01
2.175461557169826587e+00 1.186878763766637235e+01
2.177399346572761463e+00 1.185354639300237345e+01
2.179236384373503199e+00 1.183822763351498608e+01
2.181012281932002583e+00 1.182287808673096130e+01
2.182693326621779395e+00 1.180744350508943974e+01
2.184223905309148339e+00 1.179181849676570870e+01
2.185624770731028566e+00 1.177605515811495351e+01
2.186910467051677021e+00 1.176021801479553552e+01
2.188075278935754042e+00 1.174425952634654102e+01
2.189101305284261390e+00 1.172808175399015518e+01
2.190027519256267929e+00 1.171181124418368569e+01
2.190934764900004161e+00 1.169565368055043031e+01
2.191741368787155420e+00 1.167945528845630676e+01
2.192339137628131596e+00 1.166303852750652226e+01
2.192806537934716360e+00 1.164653609253819866e+01
2.193208373135837608e+00 1.163008544226290475e+01
2.193526041622607448e+00 1.161357992378902182e+01
2.193765208583572157e+00 1.159690292880586426e+01
2.193912963454335063e+00 1.158018160119285156e+01
